,Unnamed: 0,Group,Timestamp,Count,Date,Time
600,600,15,6/7/2014 9:14,218,6/7/2014,9:14:00
610,610,15,6/7/2014 9:24,142,6/7/2014,9:24:00
620,620,15,6/7/2014 9:34,122,6/7/2014,9:34:00
630,630,16,6/7/2014 8:34,91,6/7/2014,8:34:00
640,640,16,6/7/2014 8:44,162,6/7/2014,8:44:00
650,650,16,6/7/2014 8:54,95,6/7/2014,8:54:00
660,660,16,6/7/2014 9:04,288,6/7/2014,9:04:00
670,670,16,6/7/2014 9:14,285,6/7/2014,9:14:00
680,680,16,6/7/2014 9:24,165,6/7/2014,9:24:00
690,690,16,6/7/2014 9:34,178,6/7/2014,9:34:00
700,700,19,6/7/2014 8:29,25,6/7/2014,8:29:00
710,710,19,6/7/2014 8:39,107,6/7/2014,8:39:00
720,720,19,6/7/2014 8:49,98,6/7/2014,8:49:00
730,730,19,6/7/2014 8:59,96,6/7/2014,8:59:00
740,740,19,6/7/2014 9:09,109,6/7/2014,9:09:00
750,750,19,6/7/2014 9:19,45,6/7/2014,9:19:00
760,760,19,6/7/2014 9:29,71,6/7/2014,9:29:00
770,770,19,6/7/2014 9:39,149,6/7/2014,9:39:00
780,780,22,6/7/2014 9:13,5,6/7/2014,9:13:00
790,790,22,6/7/2014 9:32,72,6/7/2014,9:32:00
800,800,25,6/7/2014 8:03,17,6/7/2014,8:03:00
810,810,25,6/7/2014 8:13,67,6/7/2014,8:13:00
820,820,25,6/7/2014 8:23,163,6/7/2014,8:23:00
830,830,25,6/7/2014 8:33,290,6/7/2014,8:33:00
840,840,25,6/7/2014 8:43,316,6/7/2014,8:43:00
850,850,25,6/7/2014 8:53,219,6/7/2014,8:53:00
860,860,25,6/7/2014 9:03,346,6/7/2014,9:03:00
870,870,25,6/7/2014 9:13,171,6/7/2014,9:13:00
880,880,25,6/7/2014 9:23,97,6/7/2014,9:23:00
890,890,25,6/7/2014 9:33,195,6/7/2014,9:33:00
900,900,26,6/7/2014 9:02,15,6/7/2014,9:02:00
910,910,26,6/7/2014 9:12,60,6/7/2014,9:12:00
920,920,26,6/7/2014 9:22,40,6/7/2014,9:22:00
930,930,26,6/7/2014 9:32,55,6/7/2014,9:32:00
940,940,29,6/7/2014 8:19,16,6/7/2014,8:19:00
950,950,29,6/7/2014 8:33,24,6/7/2014,8:33:00
960,960,29,6/7/2014 8:50,24,6/7/2014,8:50:00
970,970,29,6/7/2014 9:14,16,6/7/2014,9:14:00
980,980,29,6/7/2014 9:24,24,6/7/2014,9:24:00
990,990,29,6/7/2014 9:37,24,6/7/2014,9:37:00
1000,1000,30,6/7/2014 8:06,611,6/7/2014,8:06:00
1010,1010,30,6/7/2014 8:16,338,6/7/2014,8:16:00
1020,1020,30,6/7/2014 8:26,612,6/7/2014,8:26:00
1030,1030,30,6/7/2014 8:36,700,6/7/2014,8:36:00
1040,1040,30,6/7/2014 8:46,413,6/7/2014,8:46:00
1050,1050,30,6/7/2014 8:56,377,6/7/2014,8:56:00
1060,1060,30,6/7/2014 9:06,460,6/7/2014,9:06:00
1070,1070,30,6/7/2014 9:16,351,6/7/2014,9:16:00
1080,1080,30,6/7/2014 9:26,214,6/7/2014,9:26:00
1090,1090,30,6/7/2014 9:36,275,6/7/2014,9:36:00
1100,1100,33,6/7/2014 8:32,119,6/7/2014,8:32:00
1110,1110,33,6/7/2014 8:42,285,6/7/2014,8:42:00
1120,1120,33,6/7/2014 8:52,389,6/7/2014,8:52:00
1130,1130,33,6/7/2014 9:02,289,6/7/2014,9:02:00
1140,1140,33,6/7/2014 9:12,306,6/7/2014,9:12:00
1150,1150,33,6/7/2014 9:22,449,6/7/2014,9:22:00
1160,1160,33,6/7/2014 9:32,187,6/7/2014,9:32:00
1170,1170,35,6/7/2014 8:04,15,6/7/2014,8:04:00
1180,1180,35,6/7/2014 8:14,114,6/7/2014,8:14:00
1190,1190,35,6/7/2014 8:24,94,6/7/2014,8:24:00
1200,1200,35,6/7/2014 8:34,93,6/7/2014,8:34:00
1210,1210,35,6/7/2014 8:44,88,6/7/2014,8:44:00
1220,1220,35,6/7/2014 8:54,222,6/7/2014,8:54:00
1230,1230,35,6/7/2014 9:04,153,6/7/2014,9:04:00
1240,1240,35,6/7/2014 9:14,132,6/7/2014,9:14:00
1250,1250,35,6/7/2014 9:24,163,6/7/2014,9:24:00
1260,1260,35,6/7/2014 9:34,195,6/7/2014,9:34:00
1270,1270,37,6/7/2014 8:46,28,6/7/2014,8:46:00
1280,1280,37,6/7/2014 8:56,136,6/7/2014,8:56:00
1290,1290,37,6/7/2014 9:06,708,6/7/2014,9:06:00
1300,1300,37,6/7/2014 9:16,181,6/7/2014,9:16:00
1310,1310,37,6/7/2014 9:26,81,6/7/2014,9:26:00
1320,1320,37,6/7/2014 9:36,308,6/7/2014,9:36:00
1330,1330,38,6/7/2014 8:06,78,6/7/2014,8:06:00
1340,1340,38,6/7/2014 8:16,153,6/7/2014,8:16:00
1350,1350,38,6/7/2014 8:26,103,6/7/2014,8:26:00
1360,1360,38,6/7/2014 8:36,104,6/7/2014,8:36:00
1370,1370,38,6/7/2014 8:46,243,6/7/2014,8:46:00
1380,1380,38,6/7/2014 8:56,258,6/7/2014,8:56:00
1390,1390,38,6/7/2014 9:06,345,6/7/2014,9:06:00
1400,1400,38,6/7/2014 9:16,303,6/7/2014,9:16:00
1410,1410,38,6/7/2014 9:26,261,6/7/2014,9:26:00
1420,1420,38,6/7/2014 9:36,179,6/7/2014,9:36:00
1430,1430,40,6/7/2014 8:10,181,6/7/2014,8:10:00
1440,1440,40,6/7/2014 8:20,177,6/7/2014,8:20:00
1450,1450,40,6/7/2014 8:30,291,6/7/2014,8:30:00
1460,1460,40,6/7/2014 8:40,262,6/7/2014,8:40:00
1470,1470,40,6/7/2014 8:50,321,6/7/2014,8:50:00
1480,1480,40,6/7/2014 9:00,363,6/7/2014,9:00:00
1490,1490,40,6/7/2014 9:10,413,6/7/2014,9:10:00
1500,1500,40,6/7/2014 9:20,275,6/7/2014,9:20:00
1510,1510,40,6/7/2014 9:30,85,6/7/2014,9:30:00
1520,1520,40,6/7/2014 9:40,238,6/7/2014,9:40:00
1530,1530,42,6/7/2014 8:09,339,6/7/2014,8:09:00
1540,1540,42,6/7/2014 8:19,276,6/7/2014,8:19:00
1550,1550,42,6/7/2014 8:29,350,6/7/2014,8:29:00
1560,1560,42,6/7/2014 8:39,159,6/7/2014,8:39:00
1570,1570,42,6/7/2014 8:49,449,6/7/2014,8:49:00
1580,1580,42,6/7/2014 8:59,242,6/7/2014,8:59:00
1590,1590,42,6/7/2014 9:09,322,6/7/2014,9:09:00
1600,1600,42,6/7/2014 9:19,243,6/7/2014,9:19:00
1610,1610,42,6/7/2014 9:29,259,6/7/2014,9:29:00
1620,1620,42,6/7/2014 9:39,178,6/7/2014,9:39:00
1630,1630,45,6/7/2014 8:08,8,6/7/2014,8:08:00
1640,1640,47,6/7/2014 8:10,42,6/7/2014,8:10:00
1650,1650,47,6/7/2014 8:20,47,6/7/2014,8:20:00
1660,1660,47,6/7/2014 8:30,118,6/7/2014,8:30:00
1670,1670,47,6/7/2014 8:40,108,6/7/2014,8:40:00
1680,1680,47,6/7/2014 8:50,106,6/7/2014,8:50:00
1690,1690,47,6/7/2014 9:00,117,6/7/2014,9:00:00
1700,1700,47,6/7/2014 9:10,105,6/7/2014,9:10:00
1710,1710,47,6/7/2014 9:20,125,6/7/2014,9:20:00
1720,1720,47,6/7/2014 9:30,50,6/7/2014,9:30:00
1730,1730,47,6/7/2014 9:40,97,6/7/2014,9:40:00
1740,1740,48,6/7/2014 8:30,166,6/7/2014,8:30:00
1750,1750,48,6/7/2014 8:40,905,6/7/2014,8:40:00
1760,1760,48,6/7/2014 8:50,472,6/7/2014,8:50:00
1770,1770,48,6/7/2014 9:00,390,6/7/2014,9:00:00
1780,1780,48,6/7/2014 9:10,462,6/7/2014,9:10:00
1790,1790,48,6/7/2014 9:20,319,6/7/2014,9:20:00
1800,1800,48,6/7/2014 9:30,345,6/7/2014,9:30:00
1810,1810,48,6/7/2014 9:40,378,6/7/2014,9:40:00
1820,1820,49,6/7/2014 9:25,822,6/7/2014,9:25:00
1830,1830,49,6/7/2014 9:35,296,6/7/2014,9:35:00
1840,1840,50,6/7/2014 8:20,7,6/7/2014,8:20:00
1850,1850,50,6/7/2014 8:30,42,6/7/2014,8:30:00
1860,1860,50,6/7/2014 8:40,207,6/7/2014,8:40:00
1870,1870,50,6/7/2014 8:50,292,6/7/2014,8:50:00
1880,1880,50,6/7/2014 9:00,105,6/7/2014,9:00:00
1890,1890,50,6/7/2014 9:10,87,6/7/2014,9:10:00
1900,1900,50,6/7/2014 9:20,156,6/7/2014,9:20:00
1910,1910,50,6/7/2014 9:30,286,6/7/2014,9:30:00
1920,1920,50,6/7/2014 9:40,213,6/7/2014,9:40:00
1930,1930,52,6/7/2014 8:10,139,6/7/2014,8:10:00
1940,1940,52,6/7/2014 8:20,78,6/7/2014,8:20:00
1950,1950,52,6/7/2014 8:30,76,6/7/2014,8:30:00
1960,1960,52,6/7/2014 8:40,129,6/7/2014,8:40:00
1970,1970,52,6/7/2014 8:50,99,6/7/2014,8:50:00
1980,1980,52,6/7/2014 9:00,268,6/7/2014,9:00:00
1990,1990,52,6/7/2014 9:10,173,6/7/2014,9:10:00
2000,2000,52,6/7/2014 9:20,163,6/7/2014,9:20:00
2010,2010,52,6/7/2014 9:30,100,6/7/2014,9:30:00
2020,2020,52,6/7/2014 9:40,232,6/7/2014,9:40:00
2030,2030,53,6/7/2014 8:09,206,6/7/2014,8:09:00
2040,2040,53,6/7/2014 8:19,544,6/7/2014,8:19:00
2050,2050,53,6/7/2014 8:29,502,6/7/2014,8:29:00
2060,2060,53,6/7/2014 8:39,192,6/7/2014,8:39:00
2070,2070,53,6/7/2014 8:49,347,6/7/2014,8:49:00
2080,2080,53,6/7/2014 8:59,345,6/7/2014,8:59:00
2090,2090,53,6/7/2014 9:09,196,6/7/2014,9:09:00
2100,2100,53,6/7/2014 9:19,243,6/7/2014,9:19:00
2110,2110,53,6/7/2014 9:29,191,6/7/2014,9:29:00
2120,2120,53,6/7/2014 9:39,282,6/7/2014,9:39:00
2130,2130,55,6/7/2014 8:13,41,6/7/2014,8:13:00
2140,2140,55,6/7/2014 8:23,31,6/7/2014,8:23:00
2150,2150,55,6/7/2014 8:33,73,6/7/2014,8:33:00
2160,2160,55,6/7/2014 8:43,48,6/7/2014,8:43:00
2170,2170,55,6/7/2014 8:53,142,6/7/2014,8:53:00
2180,2180,55,6/7/2014 9:03,150,6/7/2014,9:03:00
2190,2190,55,6/7/2014 9:13,116,6/7/2014,9:13:00
2200,2200,55,6/7/2014 9:23,91,6/7/2014,9:23:00
2210,2210,55,6/7/2014 9:33,31,6/7/2014,9:33:00
2220,2220,59,6/7/2014 8:13,12,6/7/2014,8:13:00
2230,2230,59,6/7/2014 8:23,10,6/7/2014,8:23:00
2240,2240,59,6/7/2014 8:36,21,6/7/2014,8:36:00
2250,2250,59,6/7/2014 8:46,30,6/7/2014,8:46:00
2260,2260,59,6/7/2014 8:57,1,6/7/2014,8:57:00
2270,2270,59,6/7/2014 9:20,3,6/7/2014,9:20:00
2280,2280,59,6/7/2014 9:30,46,6/7/2014,9:30:00
2290,2290,59,6/7/2014 9:40,10,6/7/2014,9:40:00
2300,2300,62,6/7/2014 9:02,3,6/7/2014,9:02:00
2310,2310,62,6/7/2014 9:12,4,6/7/2014,9:12:00
2320,2320,62,6/7/2014 9:22,3,6/7/2014,9:22:00
2330,2330,62,6/7/2014 9:32,33,6/7/2014,9:32:00
2340,2340,65,6/7/2014 8:02,6,6/7/2014,8:02:00
2350,2350,65,6/7/2014 8:12,39,6/7/2014,8:12:00
2360,2360,65,6/7/2014 8:22,53,6/7/2014,8:22:00
2370,2370,65,6/7/2014 8:32,82,6/7/2014,8:32:00
2380,2380,65,6/7/2014 8:42,68,6/7/2014,8:42:00
2390,2390,65,6/7/2014 8:52,45,6/7/2014,8:52:00
2400,2400,65,6/7/2014 9:02,47,6/7/2014,9:02:00
2410,2410,65,6/7/2014 9:12,52,6/7/2014,9:12:00
2420,2420,65,6/7/2014 9:22,74,6/7/2014,9:22:00
2430,2430,65,6/7/2014 9:32,151,6/7/2014,9:32:00
2440,2440,69,6/7/2014 8:01,65,6/7/2014,8:01:00
2450,2450,69,6/7/2014 8:11,167,6/7/2014,8:11:00
2460,2460,69,6/7/2014 8:21,239,6/7/2014,8:21:00
2470,2470,69,6/7/2014 8:31,298,6/7/2014,8:31:00
2480,2480,69,6/7/2014 8:41,176,6/7/2014,8:41:00
2490,2490,69,6/7/2014 8:51,195,6/7/2014,8:51:00
2500,2500,69,6/7/2014 9:01,254,6/7/2014,9:01:00
2510,2510,69,6/7/2014 9:11,179,6/7/2014,9:11:00
2520,2520,69,6/7/2014 9:21,191,6/7/2014,9:21:00
2530,2530,69,6/7/2014 9:31,210,6/7/2014,9:31:00
2540,2540,70,6/7/2014 8:23,4,6/7/2014,8:23:00
2550,2550,70,6/7/2014 8:33,157,6/7/2014,8:33:00
2560,2560,70,6/7/2014 8:43,935,6/7/2014,8:43:00
2570,2570,70,6/7/2014 8:53,227,6/7/2014,8:53:00
2580,2580,70,6/7/2014 9:03,230,6/7/2014,9:03:00
2590,2590,70,6/7/2014 9:13,286,6/7/2014,9:13:00
2600,2600,70,6/7/2014 9:23,391,6/7/2014,9:23:00
2610,2610,70,6/7/2014 9:33,143,6/7/2014,9:33:00
2620,2620,71,6/7/2014 8:32,12,6/7/2014,8:32:00
2630,2630,71,6/7/2014 8:42,130,6/7/2014,8:42:00
2640,2640,71,6/7/2014 8:52,496,6/7/2014,8:52:00
2650,2650,71,6/7/2014 9:02,416,6/7/2014,9:02:00
2660,2660,71,6/7/2014 9:12,218,6/7/2014,9:12:00
2670,2670,71,6/7/2014 9:22,240,6/7/2014,9:22:00
2680,2680,71,6/7/2014 9:32,287,6/7/2014,9:32:00
2690,2690,72,6/7/2014 8:08,22,6/7/2014,8:08:00
2700,2700,72,6/7/2014 8:18,52,6/7/2014,8:18:00
2710,2710,72,6/7/2014 8:28,112,6/7/2014,8:28:00
2720,2720,72,6/7/2014 8:38,99,6/7/2014,8:38:00
2730,2730,72,6/7/2014 8:48,106,6/7/2014,8:48:00
2740,2740,72,6/7/2014 8:58,108,6/7/2014,8:58:00
2750,2750,72,6/7/2014 9:08,109,6/7/2014,9:08:00
2760,2760,72,6/7/2014 9:18,88,6/7/2014,9:18:00
2770,2770,72,6/7/2014 9:28,66,6/7/2014,9:28:00
2780,2780,72,6/7/2014 9:38,125,6/7/2014,9:38:00
2790,2790,73,6/7/2014 8:09,25,6/7/2014,8:09:00
2800,2800,73,6/7/2014 8:19,42,6/7/2014,8:19:00
2810,2810,73,6/7/2014 8:29,88,6/7/2014,8:29:00
2820,2820,73,6/7/2014 8:39,107,6/7/2014,8:39:00
2830,2830,73,6/7/2014 8:49,321,6/7/2014,8:49:00
2840,2840,73,6/7/2014 8:59,50,6/7/2014,8:59:00
2850,2850,73,6/7/2014 9:09,148,6/7/2014,9:09:00
2860,2860,73,6/7/2014 9:19,168,6/7/2014,9:19:00
2870,2870,73,6/7/2014 9:29,101,6/7/2014,9:29:00
2880,2880,73,6/7/2014 9:39,169,6/7/2014,9:39:00
2890,2890,74,6/7/2014 8:08,308,6/7/2014,8:08:00
2900,2900,74,6/7/2014 8:18,340,6/7/2014,8:18:00
2910,2910,74,6/7/2014 8:28,280,6/7/2014,8:28:00
2920,2920,74,6/7/2014 8:38,183,6/7/2014,8:38:00
2930,2930,74,6/7/2014 8:48,189,6/7/2014,8:48:00
2940,2940,74,6/7/2014 8:58,82,6/7/2014,8:58:00
2950,2950,74,6/7/2014 9:08,210,6/7/2014,9:08:00
2960,2960,74,6/7/2014 9:18,124,6/7/2014,9:18:00
2970,2970,74,6/7/2014 9:28,223,6/7/2014,9:28:00
2980,2980,74,6/7/2014 9:38,203,6/7/2014,9:38:00
2990,2990,76,6/7/2014 8:35,5,6/7/2014,8:35:00
3000,3000,76,6/7/2014 8:45,14,6/7/2014,8:45:00
3010,3010,76,6/7/2014 8:55,85,6/7/2014,8:55:00
3020,3020,76,6/7/2014 9:05,88,6/7/2014,9:05:00
3030,3030,76,6/7/2014 9:15,92,6/7/2014,9:15:00
3040,3040,76,6/7/2014 9:25,86,6/7/2014,9:25:00
3050,3050,77,6/7/2014 8:55,6,6/7/2014,8:55:00
3060,3060,77,6/7/2014 9:05,281,6/7/2014,9:05:00
3070,3070,77,6/7/2014 9:15,232,6/7/2014,9:15:00
3080,3080,77,6/7/2014 9:25,142,6/7/2014,9:25:00
3090,3090,77,6/7/2014 9:35,475,6/7/2014,9:35:00
3100,3100,79,6/7/2014 8:05,36,6/7/2014,8:05:00
3110,3110,79,6/7/2014 8:15,112,6/7/2014,8:15:00
3120,3120,79,6/7/2014 8:25,463,6/7/2014,8:25:00
3130,3130,79,6/7/2014 8:35,282,6/7/2014,8:35:00
3140,3140,79,6/7/2014 8:45,266,6/7/2014,8:45:00
3150,3150,79,6/7/2014 8:55,159,6/7/2014,8:55:00
3160,3160,79,6/7/2014 9:05,390,6/7/2014,9:05:00
3170,3170,79,6/7/2014 9:15,353,6/7/2014,9:15:00
3180,3180,79,6/7/2014 9:25,215,6/7/2014,9:25:00
3190,3190,79,6/7/2014 9:35,200,6/7/2014,9:35:00
3200,3200,81,6/7/2014 8:19,108,6/7/2014,8:19:00
3210,3210,81,6/7/2014 8:29,314,6/7/2014,8:29:00
3220,3220,81,6/7/2014 8:39,269,6/7/2014,8:39:00
3230,3230,81,6/7/2014 8:49,92,6/7/2014,8:49:00
3240,3240,81,6/7/2014 8:59,158,6/7/2014,8:59:00
3250,3250,81,6/7/2014 9:09,162,6/7/2014,9:09:00
3260,3260,81,6/7/2014 9:19,137,6/7/2014,9:19:00
3270,3270,81,6/7/2014 9:29,156,6/7/2014,9:29:00
3280,3280,81,6/7/2014 9:39,150,6/7/2014,9:39:00
3290,3290,82,6/7/2014 8:08,88,6/7/2014,8:08:00
3300,3300,82,6/7/2014 8:18,51,6/7/2014,8:18:00
3310,3310,82,6/7/2014 8:28,104,6/7/2014,8:28:00
3320,3320,82,6/7/2014 8:38,167,6/7/2014,8:38:00
3330,3330,82,6/7/2014 8:48,55,6/7/2014,8:48:00
3340,3340,82,6/7/2014 8:58,66,6/7/2014,8:58:00
3350,3350,82,6/7/2014 9:08,68,6/7/2014,9:08:00
3360,3360,82,6/7/2014 9:18,55,6/7/2014,9:18:00
3370,3370,82,6/7/2014 9:28,147,6/7/2014,9:28:00
3380,3380,82,6/7/2014 9:38,99,6/7/2014,9:38:00
3390,3390,84,6/7/2014 8:43,9,6/7/2014,8:43:00
3400,3400,84,6/7/2014 9:40,6,6/7/2014,9:40:00
3410,3410,88,6/7/2014 8:09,20,6/7/2014,8:09:00
3420,3420,88,6/7/2014 8:19,105,6/7/2014,8:19:00
3430,3430,88,6/7/2014 8:29,559,6/7/2014,8:29:00
3440,3440,88,6/7/2014 8:39,284,6/7/2014,8:39:00
3450,3450,88,6/7/2014 8:49,331,6/7/2014,8:49:00
3460,3460,88,6/7/2014 8:59,132,6/7/2014,8:59:00
3470,3470,88,6/7/2014 9:09,558,6/7/2014,9:09:00
3480,3480,88,6/7/2014 9:19,488,6/7/2014,9:19:00
3490,3490,88,6/7/2014 9:29,329,6/7/2014,9:29:00
3500,3500,88,6/7/2014 9:39,85,6/7/2014,9:39:00
3510,3510,89,6/7/2014 8:43,116,6/7/2014,8:43:00
3520,3520,89,6/7/2014 8:53,536,6/7/2014,8:53:00
3530,3530,89,6/7/2014 9:03,332,6/7/2014,9:03:00
3540,3540,89,6/7/2014 9:13,248,6/7/2014,9:13:00
3550,3550,89,6/7/2014 9:23,186,6/7/2014,9:23:00
3560,3560,89,6/7/2014 9:33,288,6/7/2014,9:33:00
3570,3570,90,6/7/2014 8:40,95,6/7/2014,8:40:00
3580,3580,90,6/7/2014 8:50,290,6/7/2014,8:50:00
3590,3590,90,6/7/2014 9:00,579,6/7/2014,9:00:00
3600,3600,90,6/7/2014 9:10,419,6/7/2014,9:10:00
3610,3610,90,6/7/2014 9:20,335,6/7/2014,9:20:00
3620,3620,90,6/7/2014 9:30,364,6/7/2014,9:30:00
3630,3630,90,6/7/2014 9:40,294,6/7/2014,9:40:00
3640,3640,93,6/7/2014 8:19,43,6/7/2014,8:19:00
3650,3650,93,6/7/2014 8:29,98,6/7/2014,8:29:00
3660,3660,93,6/7/2014 8:39,109,6/7/2014,8:39:00
3670,3670,93,6/7/2014 8:49,51,6/7/2014,8:49:00
3680,3680,93,6/7/2014 8:59,112,6/7/2014,8:59:00
3690,3690,93,6/7/2014 9:09,103,6/7/2014,9:09:00
3700,3700,93,6/7/2014 9:19,69,6/7/2014,9:19:00
3710,3710,93,6/7/2014 9:29,32,6/7/2014,9:29:00
3720,3720,93,6/7/2014 9:39,155,6/7/2014,9:39:00
3730,3730,95,6/7/2014 8:09,98,6/7/2014,8:09:00
3740,3740,95,6/7/2014 8:19,76,6/7/2014,8:19:00
3750,3750,95,6/7/2014 8:29,49,6/7/2014,8:29:00
3760,3760,95,6/7/2014 8:39,77,6/7/2014,8:39:00
3770,3770,95,6/7/2014 8:49,143,6/7/2014,8:49:00
3780,3780,95,6/7/2014 8:59,109,6/7/2014,8:59:00
3790,3790,95,6/7/2014 9:09,129,6/7/2014,9:09:00
3800,3800,95,6/7/2014 9:19,65,6/7/2014,9:19:00
3810,3810,95,6/7/2014 9:29,108,6/7/2014,9:29:00
3820,3820,95,6/7/2014 9:39,112,6/7/2014,9:39:00
3830,3830,96,6/7/2014 9:08,17,6/7/2014,9:08:00
3840,3840,96,6/7/2014 9:20,49,6/7/2014,9:20:00
3850,3850,96,6/7/2014 9:30,41,6/7/2014,9:30:00
3860,3860,96,6/7/2014 9:40,44,6/7/2014,9:40:00
3870,3870,101,6/7/2014 8:50,20,6/7/2014,8:50:00
3880,3880,102,6/7/2014 9:20,42,6/7/2014,9:20:00
3890,3890,102,6/7/2014 9:32,651,6/7/2014,9:32:00
3900,3900,103,6/7/2014 8:03,135,6/7/2014,8:03:00
3910,3910,103,6/7/2014 8:13,25,6/7/2014,8:13:00
3920,3920,103,6/7/2014 8:23,140,6/7/2014,8:23:00
3930,3930,103,6/7/2014 8:33,100,6/7/2014,8:33:00
3940,3940,103,6/7/2014 8:43,226,6/7/2014,8:43:00
3950,3950,103,6/7/2014 8:53,147,6/7/2014,8:53:00
3960,3960,103,6/7/2014 9:03,460,6/7/2014,9:03:00
3970,3970,103,6/7/2014 9:13,381,6/7/2014,9:13:00
3980,3980,103,6/7/2014 9:23,267,6/7/2014,9:23:00
3990,3990,103,6/7/2014 9:33,134,6/7/2014,9:33:00
4000,4000,105,6/7/2014 8:03,12,6/7/2014,8:03:00
4010,4010,105,6/7/2014 8:14,20,6/7/2014,8:14:00
4020,4020,105,6/7/2014 8:24,50,6/7/2014,8:24:00
4030,4030,105,6/7/2014 8:34,49,6/7/2014,8:34:00
4040,4040,105,6/7/2014 8:44,108,6/7/2014,8:44:00
4050,4050,105,6/7/2014 8:54,86,6/7/2014,8:54:00
4060,4060,105,6/7/2014 9:04,125,6/7/2014,9:04:00
4070,4070,105,6/7/2014 9:14,16,6/7/2014,9:14:00
4080,4080,105,6/7/2014 9:24,34,6/7/2014,9:24:00
4090,4090,105,6/7/2014 9:34,91,6/7/2014,9:34:00
4100,4100,106,6/7/2014 8:05,47,6/7/2014,8:05:00
4110,4110,106,6/7/2014 8:15,60,6/7/2014,8:15:00
4120,4120,106,6/7/2014 8:25,90,6/7/2014,8:25:00
4130,4130,106,6/7/2014 8:35,118,6/7/2014,8:35:00
4140,4140,106,6/7/2014 8:45,61,6/7/2014,8:45:00
4150,4150,106,6/7/2014 8:55,155,6/7/2014,8:55:00
